acqic,bacno,cano,conam,contp,csmcu,ecfg,etymd,flbmk,flg_3dsmk,fraud_ind,hcefg,insfg,iterm,locdt,loctm,mcc,mchno,ovrlt,scity,stocn,stscd,txkey
3221,122978,199752,2121.68,5,61,Y,8,N,N,1,5,N,0,32,23419.0,286,45596,Y,1060,104,2,691656
5720,64038,93197,233.83,5,62,Y,8,N,N,1,5,N,0,32,42148.0,367,67602,N,6576,46,0,691690
5720,81949,186956,851.98,5,60,Y,8,N,N,1,5,N,0,33,144818.0,192,67588,N,6593,75,0,694853
3221,27838,135495,2209.86,5,61,Y,8,N,N,1,5,N,0,32,83220.0,286,45596,Y,1060,104,2,691980
3207,140259,206464,1313.39,5,61,Y,8,N,N,1,5,N,0,33,25158.0,337,11991,N,4013,104,2,693466
3245,140259,206464,764.31,5,61,N,2,N,N,1,5,N,0,33,25036.0,294,64154,N,4528,104,2,693434
6208,100937,56669,843.56,5,60,Y,2,N,N,1,5,N,0,33,24720.0,192,56022,N,1034,75,0,1867327
5528,59157,132455,1808.38,5,71,Y,8,N,N,1,5,N,0,34,42044.0,288,55342,N,598,46,0,696552
6716,85507,208238,701.45,5,62,N,4,N,N,1,5,N,0,68,13315.0,263,71391,N,5813,102,0,1802848
6760,57207,190299,1887.97,5,20,N,6,N,N,1,5,N,0,67,125954.0,349,66655,N,1803,75,0,1904310
6173,138051,169489,0.0,5,61,N,2,N,N,1,5,N,0,32,205331.0,430,56715,N,6204,104,2,1866898
3348,81926,73438,713.91,5,62,Y,8,N,N,1,5,N,0,33,165658.0,289,54828,N,3460,46,0,694939
5921,22953,96017,1395.46,5,4,Y,8,N,N,1,5,N,0,33,30741.0,257,103125,N,4219,6,0,693726
6760,102047,84267,0.0,5,62,N,2,N,N,1,5,N,0,33,3658.0,192,66634,N,6593,75,0,1867249
6122,96515,162277,968.63,5,62,Y,2,N,N,1,5,N,0,32,142520.0,248,20980,N,621,104,0,1866427
5630,156870,24682,1530.86,5,74,Y,8,N,N,1,5,N,0,33,24408.0,247,36142,N,2894,14,2,693597
6760,44452,68739,1034.37,5,60,Y,2,N,N,1,5,N,0,36,35427.0,192,66634,N,6593,75,0,1870757
3348,149964,134384,1016.34,5,62,Y,8,N,N,1,5,N,0,68,233126.0,289,54828,N,3460,46,0,753270
6215,94982,173267,0.0,5,62,N,2,N,N,1,5,N,0,70,155259.0,380,54238,N,6580,38,0,1907423
3348,80438,38759,1049.44,5,62,Y,8,N,N,1,5,N,0,46,224407.0,289,54828,N,3460,46,0,717410
6215,109536,136904,1016.34,5,62,Y,2,N,N,1,5,N,0,37,111219.0,289,54828,N,3460,46,0,1871952
6760,88833,136729,747.44,5,60,Y,2,N,N,1,5,N,0,34,101955.0,192,66634,Y,6593,75,0,1868695
3221,156870,24682,1567.39,5,61,Y,8,N,N,1,5,N,0,33,24053.0,257,74211,N,1966,104,0,693565
6769,37717,90653,350.17,5,62,Y,8,N,N,1,5,N,0,67,30441.0,373,79663,N,5817,102,0,89996
5720,13501,5792,1288.6,5,20,Y,8,N,N,1,5,N,0,67,170457.0,349,67619,N,1803,75,0,751284
6215,67709,179784,1016.34,5,62,Y,2,N,N,1,5,N,0,67,184552.0,289,54828,N,3460,46,0,1904730
918,118402,182908,1541.14,5,61,Y,8,N,N,1,5,N,0,34,2411.0,286,75040,N,1605,47,0,696163
5827,107667,17315,1900.5,5,61,Y,8,N,N,1,5,N,0,33,35546.0,413,42054,N,1488,104,0,694058
6215,92704,101173,0.0,5,62,N,2,N,N,1,5,N,0,66,104130.0,289,54828,N,3460,46,0,1903136
3348,36103,100698,504.76,5,62,Y,8,N,N,1,5,N,0,48,72021.0,289,54828,N,3460,46,0,719340
3221,87489,166346,940.9,5,61,Y,8,N,N,1,5,N,0,41,181509.0,288,55807,N,6580,104,0,709168
6030,65216,171455,951.13,4,71,Y,2,N,N,1,5,N,0,43,174341.0,321,59168,N,5393,104,0,1878934
1896,124536,143623,2559.96,4,4,N,2,N,N,1,5,N,0,50,134757.0,322,55886,N,6665,6,0,723008
3207,98344,31794,683.14,5,61,Y,8,N,N,1,5,N,0,51,44005.0,192,11801,N,5320,104,0,724218
3221,78558,163810,970.66,5,61,Y,8,N,N,1,5,N,0,68,31806.0,288,55807,N,6580,104,0,751997
5720,54826,183698,591.34,5,63,Y,8,N,N,1,5,N,0,65,55023.0,192,67464,N,1803,75,0,747235
5673,91688,42331,133.23,5,61,Y,8,N,N,1,5,N,0,33,203055.0,307,73876,N,826,104,2,695313
3221,108890,84397,941.43,5,61,Y,8,N,N,1,5,N,0,41,182254.0,288,55807,N,6580,104,0,709173
3348,57508,202029,0.0,5,62,Y,8,N,N,1,5,N,0,39,172226.0,380,54238,N,6580,38,0,705940
6760,100937,56669,466.84,5,60,Y,2,N,N,1,5,N,0,33,35512.0,192,66634,N,6593,75,0,1867346
3348,140593,149165,524.74,5,62,Y,8,N,N,1,5,N,0,67,200237.0,380,54238,N,6580,38,0,751463
3333,86840,108838,121.58,5,4,Y,8,N,N,1,5,N,0,34,225404.0,441,62817,N,5065,6,0,698282
6215,128016,106055,1016.34,5,62,Y,2,N,N,1,5,N,0,66,124712.0,289,54828,N,3460,46,0,1903261
6540,138051,169489,1306.69,5,61,Y,2,N,N,1,5,N,0,32,205546.0,366,55656,N,6583,104,2,1866901
6540,150946,164812,938.22,5,61,Y,2,N,N,1,5,N,0,38,15546.0,288,55807,N,6580,104,0,1872743
5720,28966,130440,314.9,5,71,Y,8,N,N,1,5,N,0,38,92950.0,192,67588,N,6593,75,2,703866
3221,63988,61846,1706.26,5,61,Y,8,N,N,1,5,N,0,46,142811.0,257,74098,N,2362,104,2,716702
3221,364,92561,1561.94,5,61,Y,8,N,N,1,5,N,0,50,115918.0,213,54258,N,1336,104,0,722872
3221,25829,62962,1661.39,5,61,Y,8,N,N,1,5,N,0,46,190852.0,329,55591,N,1468,104,0,717089
3288,54907,129799,0.0,5,62,Y,8,N,N,1,5,N,0,46,223539.0,337,20984,N,621,93,0,717324
3348,142875,51713,103.48,5,62,Y,8,N,N,1,5,N,0,66,102811.0,380,54238,N,6580,38,0,749154
3348,90226,51760,622.19,5,62,Y,8,N,N,1,5,N,0,66,123055.0,380,54238,N,6580,38,0,749250
3348,111110,39346,1016.34,5,62,Y,8,N,N,1,5,N,0,70,35343.0,289,54828,N,3460,46,0,755084
3348,50701,89151,0.0,5,62,Y,8,N,N,1,5,N,0,34,233113.0,380,54238,N,6580,38,0,695894
5720,76893,201141,334.91,5,60,Y,8,N,N,1,5,N,0,35,121832.0,192,67588,N,6593,75,2,699069
6215,41014,63361,0.0,5,62,N,2,N,N,1,5,N,0,38,23600.0,380,54238,N,6580,38,0,1872765
5675,107667,17315,2977.63,5,61,Y,8,N,N,1,5,N,0,33,35930.0,308,45030,Y,4528,104,2,694107
3221,140259,206464,405.73,5,61,Y,8,N,N,1,5,N,0,33,25028.0,246,46135,N,1910,104,2,693433
6430,135097,154898,866.68,4,62,N,2,N,N,1,5,N,0,38,165048.0,296,10917,N,4356,102,1,1873307
3453,50199,195350,2050.65,5,61,Y,8,N,N,1,5,N,0,34,232402.0,308,10706,N,2899,104,0,695991
5720,1985,62301,569.1,5,60,Y,8,N,N,1,5,N,0,38,94206.0,192,67588,N,6593,75,0,703876
6859,27007,43905,605.25,5,62,N,2,N,N,1,5,N,0,36,193331.0,250,59700,N,0,1,0,1712219
3207,71260,166550,103.48,5,61,Y,8,N,N,1,5,N,0,38,34407.0,192,11775,N,5320,104,2,703623
5865,140259,206464,459.77,5,61,Y,8,N,N,1,5,N,0,33,25017.0,280,68238,N,2132,104,2,693432
3221,91688,42331,1013.66,5,61,Y,8,N,N,1,5,N,0,33,203615.0,280,74050,N,4540,104,2,695348
3207,163798,101297,926.14,5,61,Y,8,N,N,1,5,N,0,33,233942.0,308,11750,N,5679,104,0,695825
6760,80762,105044,478.16,5,60,Y,2,N,N,1,5,N,0,37,34409.0,192,66634,N,6593,75,2,1871734
6856,146279,171454,167.93,5,62,Y,8,N,N,1,5,N,0,41,30914.0,288,69240,N,0,104,0,1286431
6540,54349,97199,941.84,5,61,Y,2,N,N,1,5,N,0,41,180623.0,288,55807,N,6580,104,0,1876925
3359,109950,136872,1012.05,5,20,Y,8,N,N,1,5,N,0,70,33651.0,288,55830,N,6580,38,2,755074
6769,8568,183025,677.88,5,62,Y,8,N,N,1,5,N,0,70,52803.0,373,79663,N,5817,102,0,205897
6331,72521,95025,1526.61,5,61,Y,2,N,N,1,5,N,0,69,165623.0,329,12134,N,4528,104,2,1906444
6859,59627,166997,605.25,5,62,N,2,N,N,1,5,N,0,36,194433.0,250,59700,N,0,1,0,1569660
3348,61701,163960,0.0,5,62,Y,8,N,N,1,5,N,0,69,43123.0,380,54238,N,6580,38,0,753555
3164,134008,161690,734.15,5,26,N,9,N,N,1,5,N,0,37,144533.0,257,29769,Y,5932,52,0,702637
3164,50789,90088,733.45,5,26,N,9,N,N,1,5,N,0,38,93131.0,257,29769,N,5932,52,0,703867
3348,127730,20312,155.07,5,62,Y,8,N,N,1,5,N,0,32,5419.0,380,54238,N,6580,38,2,691521
3183,47929,160241,2149.96,5,61,Y,8,N,N,1,5,N,0,33,34910.0,257,100474,N,4777,104,0,694000
3469,118402,182908,2052.46,5,61,Y,8,N,N,1,5,N,0,34,2415.0,286,10772,N,3203,104,2,696156
6540,106192,77207,0.0,5,61,N,2,N,N,1,5,N,0,52,151359.0,289,45597,N,1337,104,2,1888572
3493,64275,210651,489.96,5,71,Y,8,N,N,1,5,N,0,68,231612.0,360,51357,N,413,94,0,753246
5720,142835,85391,830.78,5,60,Y,8,N,N,1,5,N,0,36,54914.0,192,67588,N,6593,75,2,700241
3164,134008,161690,734.15,5,26,N,9,N,N,1,5,N,0,37,144357.0,257,29769,Y,5932,52,0,702630
5720,89560,82491,2102.91,5,26,Y,8,N,N,1,5,N,0,64,223329.0,203,67656,N,1803,75,2,746838
3563,26947,87234,1913.5,5,10,Y,8,N,N,1,5,N,0,66,132219.0,286,45598,N,1060,16,0,749311
5720,107625,34297,563.8,5,71,Y,8,N,N,1,5,N,0,36,74402.0,192,67588,N,6593,75,2,700316
5720,51881,60379,0.0,5,62,Y,8,N,N,1,5,N,0,38,31125.0,192,67588,N,6593,75,0,703505
6540,20175,74740,1687.49,5,61,Y,2,N,N,1,5,N,0,35,195159.0,349,42843,N,654,104,2,1870282
3221,143387,41736,102.4,5,61,Y,8,N,N,1,5,N,0,36,144542.0,289,45597,N,1337,104,2,700766
3221,23236,118206,970.2,5,61,Y,8,N,N,1,5,N,0,46,31833.0,288,55807,N,6580,104,0,716105
6213,134200,168235,1010.75,5,62,Y,2,N,N,1,5,N,0,45,190350.0,349,56050,Y,855,38,0,1881355
3164,134008,161690,734.15,5,26,N,9,N,N,1,5,N,0,37,145728.0,257,29769,Y,5932,52,0,702656
3221,85681,154335,940.24,5,61,Y,8,N,N,1,5,N,0,36,101442.0,288,55807,N,6580,104,0,700404
6859,27007,43905,102.22,5,62,N,2,N,N,1,5,N,0,36,193146.0,250,59700,N,0,1,0,1712220
3337,19854,109288,852.73,5,60,Y,8,N,N,1,5,N,0,65,162213.0,192,56022,N,1034,75,2,747969
3348,46085,60840,426.47,5,62,Y,8,N,N,1,5,N,0,36,13703.0,380,54238,N,6580,38,0,700092
6251,81649,88310,84.84,5,4,Y,2,N,N,1,5,N,0,36,161549.0,192,63328,N,5776,6,2,1871169
3348,58566,78692,1016.34,5,62,Y,8,N,N,1,5,N,0,38,223522.0,380,54238,N,6580,38,0,704891
6540,90298,162315,101.18,5,61,Y,2,N,N,1,5,N,0,58,71442.0,289,45597,N,1337,104,2,1894314
6215,108451,81654,0.0,5,62,N,2,N,N,1,5,N,0,33,800.0,380,54238,N,6580,38,0,1867225
3348,159727,164962,1016.34,5,62,Y,8,N,N,1,5,N,0,66,144618.0,289,54828,N,3460,46,0,749480
3348,96984,53249,103.48,5,62,Y,8,N,N,1,5,N,0,65,131919.0,380,54238,N,6580,38,0,747713
6126,92858,116222,1009.07,5,61,Y,2,N,N,1,5,N,0,54,125646.0,296,61169,N,667,104,2,1890475
3221,131500,16594,101.53,5,61,Y,8,N,N,1,5,N,0,55,62456.0,289,45597,N,1337,104,2,730344
6859,62835,157781,605.08,5,62,N,2,N,N,1,5,N,0,37,90401.0,250,59700,N,0,1,0,1569843
6215,161239,198676,723.57,5,62,Y,2,N,N,1,5,N,0,35,231804.0,289,54828,N,3460,46,0,1870500
5720,1501,169150,2358.28,5,54,Y,8,N,N,1,5,N,0,67,205616.0,349,67619,N,1803,75,0,751522
6540,60531,45977,946.35,5,61,Y,2,N,N,1,5,N,0,70,70032.0,288,55807,N,6580,104,0,1907031
3348,42650,132598,0.0,5,62,Y,8,N,N,1,5,N,0,34,224253.0,380,54238,N,6580,38,0,698249
6122,145909,99049,1773.53,5,62,Y,2,N,N,1,5,N,0,34,231756.0,275,20980,N,621,104,2,1869519
3348,117080,144982,1016.34,5,62,Y,8,N,N,1,5,N,0,37,34123.0,380,54238,N,6580,38,0,701800
3226,46038,192604,242.8,5,62,Y,8,N,N,1,5,N,0,57,101224.0,192,90135,N,1458,102,0,733680
3348,23987,23486,1016.34,5,62,Y,8,N,N,1,5,N,0,55,184041.0,289,54828,N,3460,46,0,731236
5720,131477,192757,1698.07,5,23,Y,8,N,N,1,5,N,0,69,5712.0,367,67602,N,6576,46,0,753401
3348,7855,107426,118.51,5,62,Y,8,N,N,1,5,N,0,57,32156.0,289,54828,N,3460,46,2,733410
3221,156870,24682,102.61,5,61,Y,8,N,N,1,5,N,0,33,90640.0,209,42879,N,804,104,2,694284
3221,79369,4522,942.47,5,61,Y,8,N,N,1,5,N,0,34,114001.0,288,55807,N,6580,104,0,697116
3221,115503,180736,944.97,5,61,Y,8,N,N,1,5,N,0,43,223016.0,288,55807,N,6580,104,0,712777
6215,25293,152058,155.07,5,62,Y,2,N,N,1,5,N,0,46,93654.0,380,54238,N,6580,38,2,1881916
3348,138815,40464,794.93,5,62,Y,8,N,N,1,5,N,0,48,193210.0,380,54238,N,6580,38,0,720236
3348,3505,103035,1016.57,5,62,Y,8,N,N,1,5,N,0,65,120830.0,289,54828,N,3460,46,0,747622
6540,96253,107361,947.54,5,61,Y,2,N,N,1,5,N,0,70,2308.0,288,55807,N,6580,104,0,1906871
6432,138051,169489,102.61,5,61,Y,2,N,N,1,5,N,0,32,205315.0,408,59621,N,6162,36,2,1866894
3348,111408,3329,118.51,5,62,Y,8,N,N,1,5,N,0,34,144705.0,289,54828,N,3460,46,2,697449
3348,97156,196316,766.3,5,62,Y,8,N,N,1,5,N,0,65,134355.0,380,54238,N,6580,38,0,747750
6206,20330,191191,143.51,5,4,Y,2,N,N,1,5,N,0,68,43855.0,380,54229,N,6580,38,0,1905100
3348,74104,3672,1016.34,5,62,Y,8,N,N,1,5,N,0,33,121810.0,289,54828,N,3460,46,0,694656
3348,133244,31424,103.48,5,62,Y,8,N,N,1,5,N,0,39,4420.0,380,54238,N,6580,38,0,704984
3348,45429,154209,162.69,5,62,Y,8,N,N,1,5,N,0,35,122722.0,380,54238,N,6580,38,0,699080
6752,162218,99525,632.9,4,26,Y,2,N,N,1,5,N,0,38,190553.0,318,68603,N,5932,52,2,1873528
5855,110206,125050,1763.47,4,61,Y,8,N,N,1,5,N,0,42,224030.0,318,43644,N,2293,38,0,711097
6215,55402,98076,0.0,5,62,N,2,N,N,1,5,N,0,44,225816.0,380,54238,N,6580,38,0,1880452
3348,127730,20312,236.43,5,62,Y,8,N,N,1,5,N,0,32,5329.0,380,54238,N,6580,38,2,691517
5733,107667,17315,2034.73,5,61,Y,8,N,N,1,5,N,0,33,35751.0,403,100431,N,1818,104,2,694052
3221,89693,56658,769.09,5,61,Y,8,N,N,1,5,N,0,33,220423.0,305,74272,N,5296,104,0,695415
3221,157704,16740,0.0,5,61,Y,8,N,N,1,5,N,0,42,15703.0,289,45597,N,1337,104,2,709786
6215,79649,194164,1016.34,5,62,Y,2,N,N,1,5,N,0,35,202318.0,380,54238,N,6580,38,0,1870376
3348,38818,154116,168.2,5,62,Y,8,N,N,1,5,N,0,38,25132.0,380,54238,N,6580,38,0,703575
3348,111103,67675,1016.34,5,62,Y,8,N,N,1,5,N,0,69,113354.0,289,54828,N,3460,46,0,753828
6767,36646,200452,907.22,5,62,Y,8,N,Y,1,5,N,0,44,212836.0,191,20437,N,5817,102,0,1502779
3167,111434,161692,1140.91,5,13,Y,8,N,Y,1,5,N,0,37,122457.0,201,75254,N,5491,93,2,702418
6540,119722,103190,941.52,5,61,Y,2,N,N,1,5,N,0,34,203654.0,288,55807,N,6580,104,0,1869426
5575,64634,154580,1017.48,5,62,Y,8,N,N,1,5,N,0,37,130123.0,408,33774,N,668,38,2,702392
6032,113564,165822,677.88,5,62,Y,2,N,N,1,5,N,0,44,135812.0,373,79663,N,5817,102,0,429749
6215,61021,43876,0.0,5,62,N,2,N,N,1,5,N,0,70,40710.0,380,54238,N,6580,38,0,1906898
5720,115455,138775,135.74,5,67,Y,8,N,N,1,5,N,0,34,235237.0,296,67681,N,3323,27,0,696065
3348,34294,150567,1016.34,5,62,Y,8,N,N,1,5,N,0,41,174614.0,380,54238,N,6580,38,0,709196
3348,3618,188493,1016.34,5,62,Y,8,N,N,1,5,N,0,36,23120.0,380,54238,N,6580,38,0,700138
3221,143189,190713,213.43,5,61,Y,8,N,N,1,5,N,0,40,22750.0,288,55807,N,6580,104,0,706727
6767,133890,55939,851.64,5,62,N,4,N,N,1,5,N,0,32,152247.0,299,19771,N,5817,102,0,1210468
3348,50600,95862,288.05,5,62,Y,8,N,N,1,5,N,0,59,134311.0,380,54238,Y,6580,38,2,737353
6032,28329,97249,2168.22,5,62,Y,2,N,N,1,5,Y,2,38,222745.0,250,84290,N,5817,102,0,111698
6769,8792,2318,682.72,5,62,Y,8,N,N,1,5,N,0,52,212230.0,203,79662,N,5817,102,0,86512
3207,29951,95350,0.0,5,61,Y,8,N,N,1,5,N,0,33,40643.0,337,11796,N,5320,104,2,693689
3221,63460,157620,102.61,5,61,Y,8,N,N,1,5,N,0,34,135328.0,289,45597,N,1337,104,2,697368
3221,81599,53605,946.98,5,61,Y,8,N,N,1,5,N,0,70,73907.0,288,55807,N,6580,104,0,755139
5725,86840,108838,381.48,5,61,Y,8,N,N,1,5,N,0,34,225409.0,212,11605,N,4508,104,2,695923
3348,74104,3672,1016.34,5,62,Y,8,N,N,1,5,N,0,32,4930.0,289,54828,N,3460,46,0,691506
3207,131464,176589,786.97,5,61,Y,8,N,N,1,5,N,0,46,80825.0,308,11835,N,2139,104,0,716254
6215,19431,92556,216.12,5,62,Y,2,N,N,1,5,N,0,35,5544.0,380,54238,N,6580,38,0,1869671
3359,50199,195350,122.89,5,20,Y,8,N,N,1,5,N,0,34,234433.0,367,55207,N,6576,46,2,696057
3348,76478,51698,1016.34,5,62,Y,8,N,N,1,5,N,0,42,213458.0,380,54238,N,6580,38,0,711069
2639,13303,196125,1015.38,5,13,N,2,N,N,1,5,N,0,41,172033.0,72,12213,N,1894,20,0,709086
6540,134574,156124,102.51,5,61,Y,2,N,N,1,5,N,0,41,235222.0,289,45597,N,1337,104,2,1877221
3348,70165,68406,118.51,5,62,Y,8,N,N,1,5,N,0,36,170625.0,289,54828,N,3460,46,2,700879
3348,102130,180701,1016.34,5,62,Y,8,N,N,1,5,N,0,39,35914.0,380,54238,N,6580,38,0,705141
6331,114131,156864,57.19,5,61,Y,2,N,N,1,5,N,0,39,141621.0,277,11750,N,5362,104,0,1874512
3348,152737,84592,1016.34,5,62,Y,8,N,N,1,5,N,0,39,204240.0,289,54828,N,3460,46,0,706222
6288,132437,190537,536.55,5,62,Y,2,N,N,1,5,N,0,39,180612.0,280,20984,N,621,93,0,1874819
6215,161844,73689,0.0,5,62,N,2,N,N,1,5,N,0,44,44558.0,380,54238,N,6580,38,0,1879422
6215,89683,89247,0.0,5,62,N,2,N,N,1,5,N,0,45,84526.0,289,54828,N,3460,46,0,1880800
3348,36103,100698,205.92,5,62,Y,8,N,N,1,5,N,0,61,152052.0,289,54828,N,3460,46,0,740694
5720,22612,183060,502.05,5,60,Y,8,N,N,1,5,N,0,40,92924.0,192,67588,N,6593,75,0,706948
3348,26144,200770,236.43,5,62,Y,8,N,N,1,5,N,0,48,30714.0,380,54238,N,6580,38,0,719210
6140,92933,75742,1248.13,4,61,N,2,N,N,1,5,N,0,38,191111.0,332,68177,N,4920,104,0,1873544
3353,75696,144953,970.89,5,26,Y,8,N,N,1,5,N,0,60,215019.0,288,55838,N,6580,38,0,739574
6540,121667,165977,944.63,5,61,Y,2,N,N,1,5,N,0,43,110200.0,288,55807,N,6580,104,0,1878654
3348,156840,106491,1016.34,5,62,Y,8,N,N,1,5,N,0,70,110413.0,289,54828,N,3460,46,0,755398
3221,19409,9864,102.4,5,61,Y,8,N,N,1,5,N,0,36,152959.0,289,45597,N,1337,104,2,700749
5725,988,101951,381.48,5,61,Y,8,N,N,1,5,N,0,34,43208.0,212,11605,N,4508,104,2,696631
6760,61405,155980,102.37,5,61,Y,2,N,N,1,5,N,0,47,221033.0,413,66644,N,6577,46,2,1883680
6871,56277,89143,102.03,5,62,Y,8,N,N,1,5,N,0,51,12014.0,203,57461,N,0,93,0,1649141
6850,33590,115260,1095.85,5,62,N,2,N,N,1,5,N,0,39,150054.0,212,2523,Y,5817,102,0,1571299
5720,22892,191099,421.12,5,10,Y,8,N,N,1,5,N,0,39,21445.0,192,67588,N,6593,75,0,705067
3199,77441,206437,786.1,5,38,N,5,N,N,1,5,N,0,36,124335.0,263,6811,Y,1768,78,0,700566
3221,102896,79288,857.2,5,61,Y,8,N,N,1,5,N,0,36,180645.0,207,74265,N,2375,104,2,701102
6760,36019,113018,101.5,5,61,Y,2,N,N,1,5,N,0,70,121429.0,413,66644,N,6577,46,2,1907240
3288,50199,195350,1.38,5,62,Y,8,N,N,1,5,N,0,34,232719.0,337,20984,N,621,93,2,695875
6189,83986,187970,1.38,4,62,Y,2,N,N,1,5,N,0,46,144035.0,322,90093,N,5817,102,0,1646467
6296,163605,37606,479.64,5,61,Y,2,N,N,1,5,N,0,46,130.0,337,10975,N,5320,104,2,1881658
3221,24932,189484,102.51,5,61,Y,8,N,N,1,5,N,0,41,235353.0,289,45597,N,1337,104,2,709689
6760,93903,179847,272.0,5,10,Y,2,N,N,1,5,N,0,40,42501.0,192,66634,N,6593,75,0,1875242
3221,141465,16567,0.0,5,61,Y,8,N,N,1,5,N,0,40,20159.0,289,45597,N,1337,104,2,706623
3207,39736,52845,612.03,5,61,Y,8,N,N,1,5,N,0,44,110010.0,192,11801,N,5320,104,0,713415
6540,41430,29382,2122.9,5,61,Y,2,N,N,1,5,N,0,36,24248.0,286,45596,N,1060,104,2,1870736
3348,27943,132259,1016.34,5,62,Y,8,N,N,1,5,N,0,46,154751.0,289,54828,N,3460,46,0,716819
6760,118707,3835,335.81,5,60,Y,2,N,N,1,5,N,0,36,22632.0,192,66634,N,6593,75,2,1870728
6760,163834,163796,0.0,5,62,N,2,N,N,1,5,N,0,43,145101.0,192,66634,N,6593,75,0,1878843
6032,113564,165822,677.88,5,62,Y,2,N,N,1,5,N,0,43,181433.0,373,79663,N,5817,102,0,256560
3348,18700,156781,1016.34,5,62,Y,8,N,N,1,5,N,0,44,151818.0,380,54238,N,6580,38,2,713764
3221,21847,132628,102.51,5,61,Y,8,N,N,1,5,N,0,42,15841.0,289,45597,N,1337,104,2,709789
6215,142064,130480,0.0,5,62,N,2,N,N,1,5,N,0,43,72306.0,380,54238,N,6580,38,0,1878499
3427,122280,205748,0.0,5,61,Y,8,N,N,1,5,N,0,39,134311.0,277,12264,N,4165,104,0,705735
3221,142734,171448,947.09,5,61,Y,8,N,N,1,5,N,0,63,92640.0,288,55807,N,6580,104,0,744027
6540,1778,13322,940.38,5,61,Y,2,N,N,1,5,N,0,36,145122.0,288,55807,N,6580,104,0,1871109
3164,64180,194412,733.45,5,26,N,9,N,N,1,5,N,0,38,91039.0,257,29769,N,5932,52,0,703758
6760,159196,183493,496.82,5,71,Y,2,N,N,1,5,N,0,39,85702.0,192,66634,N,6593,75,0,1874202
6215,92578,97553,288.05,5,62,Y,2,N,N,1,5,N,0,44,211648.0,289,54828,N,3460,46,0,1880335
6215,131793,18520,460.34,5,62,Y,2,N,N,1,5,N,0,44,75741.0,289,54828,N,3460,46,0,1879560
6215,151836,161120,618.99,5,62,Y,2,N,N,1,5,N,0,37,212635.0,289,54828,N,3460,46,0,1872542
6215,48189,139552,0.0,5,62,N,2,N,N,1,5,N,0,46,20818.0,380,54238,N,6580,38,0,1881733
3221,76062,205438,937.47,5,61,Y,8,N,N,1,5,N,0,39,190653.0,288,55807,N,6580,104,0,706108
6032,113564,165822,677.88,5,62,Y,2,N,N,1,5,N,0,43,181632.0,373,79663,N,5817,102,0,285041
6540,98864,71760,940.54,5,61,Y,2,N,N,1,5,N,0,41,25413.0,288,55807,N,6580,104,2,1876318
5495,64921,129956,1982.99,4,61,Y,8,N,N,1,5,N,0,42,85004.0,322,10965,N,4338,104,2,710116
3221,4843,186878,940.09,5,61,Y,8,N,N,1,5,N,0,41,32155.0,288,55807,N,6580,104,0,708264
6215,124,62237,1016.34,5,62,Y,2,N,N,1,5,N,0,55,210920.0,289,54828,N,3460,46,0,1891913
6540,76173,90986,101.69,5,61,Y,2,N,N,1,5,N,0,76,154437.0,289,45597,N,1337,104,2,1913277
6760,43446,142359,620.97,5,60,Y,2,N,N,1,5,N,0,45,12725.0,192,66634,N,6593,75,0,1880509
3221,30559,122881,942.07,5,61,Y,8,N,N,1,5,N,0,33,185200.0,288,55807,N,6580,104,0,695167
6859,85667,29155,605.25,5,62,N,2,N,N,1,5,N,0,36,192031.0,250,59700,N,0,1,0,1284069
3271,13303,196125,1865.24,5,54,Y,8,N,N,1,5,N,0,41,170831.0,201,54276,N,2306,98,0,709145
3221,88611,12436,102.4,5,61,Y,8,N,N,1,5,N,0,43,212240.0,289,45597,N,1337,104,2,712619
3348,71636,730,1016.34,5,62,Y,8,N,N,1,5,N,0,43,180559.0,289,54828,N,3460,46,0,712301
6769,46582,55762,680.57,5,62,Y,8,N,N,1,5,N,0,51,74102.0,373,79663,N,5817,102,0,258449
6760,92285,159767,743.41,5,60,Y,2,N,N,1,5,N,0,41,75407.0,192,66634,N,6593,75,0,1876406
3221,45229,113965,0.0,5,61,Y,8,N,N,1,5,N,0,47,111229.0,289,45597,N,1337,104,2,718006
6540,115516,163814,944.34,5,61,Y,2,N,N,1,5,N,0,49,223210.0,288,55807,N,6580,104,0,1885756
3394,95437,204985,284.58,5,61,N,2,N,N,1,5,N,0,42,181518.0,298,102515,N,361,38,0,710759
6716,25821,90304,908.7,5,62,N,5,N,N,1,5,N,0,45,153845.0,257,46492,N,4526,102,0,1717158
3164,64180,194412,733.45,5,26,N,9,N,N,1,5,N,0,38,90932.0,257,29769,N,5932,52,0,703755
6540,129510,24402,101.74,5,61,Y,2,N,N,1,5,N,0,72,214823.0,289,45597,N,1337,104,2,1909796
6331,114131,156864,791.88,5,61,Y,2,N,N,1,5,N,0,39,141633.0,277,11750,N,5362,104,0,1874507
3221,9958,19401,945.94,5,61,Y,8,N,N,1,5,N,0,46,211156.0,288,55807,N,6580,104,0,717273
3221,110213,142440,101.71,5,61,Y,8,N,N,1,5,N,0,54,3630.0,349,42843,N,654,104,2,728691
6215,145319,134558,0.0,5,62,N,2,N,N,1,5,N,0,48,93829.0,380,54238,N,6580,38,0,1884032
3288,40938,50951,689.34,5,62,Y,8,N,N,1,5,N,0,50,63114.0,362,20984,N,621,93,0,722535
